"","Date","Activity","Duration","Distance","Steps","Calories"
"413","2014-11-05","transport",4435,10.865,0,0
"414","2014-11-06","walking",1975,1.425,3025,113
"415","2014-11-06","transport",3316,10.372,0,0
"416","2014-11-07","walking",4330,2.886,6299,229
"417","2014-11-07","transport",6712,21.55,0,0
"418","2014-11-07","running",180,0.341,501,33
"419","2014-11-08","walking",3432,2.359,4980,188
"420","2014-11-08","transport",4327,15.66,0,0
"421","2014-11-09","walking",6299,4.617,11315,367
"422","2014-11-09","transport",960,2.63,0,0
"423","2014-11-10","walking",4569,2.832,6438,225
"424","2014-11-10","transport",6666,18.463,0,0
"425","2014-11-11","walking",2346,1.575,3458,125
"426","2014-11-11","transport",4268,11.157,0,0
"427","2014-11-12","walking",2296,1.542,3271,123
"428","2014-11-12","transport",3783,9.254,0,0
"429","2014-11-13","walking",2542,1.623,3831,129
"430","2014-11-13","transport",4786,9.598,0,0
"431","2014-11-14","walking",2727,1.793,4082,143
"432","2014-11-14","transport",5453,24.321,0,0
"433","2014-11-15","walking",66,0.027,87,2
"434","2014-11-16","walking",177,0.074,235,6
"435","2014-11-17","walking",2266,1.714,3465,136
"436","2014-11-17","transport",3432,10.296,0,0
"437","2014-11-18","walking",940,0.57,1269,45
"438","2014-11-19","walking",69,0.029,92,2
"439","2014-11-20","walking",1504,0.987,2152,79
"440","2014-11-21","walking",2473,1.788,3653,142
"441","2014-11-21","transport",3574,9.615,0,0
"442","2014-11-22","walking",1041,0.807,1620,64
"443","2014-11-22","transport",1004,3.188,0,0
"444","2014-11-23","walking",633,0.368,844,29
"445","2014-11-24","walking",2750,1.906,4019,152
"446","2014-11-24","transport",4771,14.959,0,0
"447","2014-11-25","walking",2345,1.629,3395,130
"448","2014-11-25","transport",3572,9.15,0,0
"449","2014-11-26","walking",3758,2.29,5525,182
"450","2014-11-26","transport",5938,16.816,0,0
"451","2014-11-27","walking",2652,1.868,3979,149
"452","2014-11-27","transport",12816,47.913,0,0
"453","2014-11-28","walking",2217,1.513,3282,120
"454","2014-11-28","transport",3225,6.601,0,0
"455","2014-11-29","walking",2225,1.152,3192,92
"456","2014-11-29","transport",4232,14.033,0,0
"457","2014-11-30","walking",1693,0.964,2548,77
"458","2014-11-30","transport",1069,2.243,0,0
"459","2014-12-01","walking",2849,1.999,4341,159
"460","2014-12-01","transport",4224,9.467,0,0
"461","2014-12-02","walking",1865,0.992,2497,79
"462","2014-12-02","transport",3681,10.039,0,0
"463","2014-12-03","walking",3512,2.354,5129,187
"464","2014-12-03","transport",3986,8.66,0,0
"465","2014-12-04","walking",2822,2,4485,159
"466","2014-12-04","transport",3164,8.914,0,0
"467","2014-12-05","walking",5516,3.977,8757,316
"468","2014-12-05","transport",2922,8.124,0,0
"469","2014-12-06","walking",3540,2.541,5182,202
"470","2014-12-06","transport",5611,13.821,0,0
"471","2014-12-07","walking",5222,3.372,7555,268
"472","2014-12-07","transport",4850,15.256,0,0
"473","2014-12-08","walking",4180,2.984,6384,237
"474","2014-12-08","transport",3702,11.443,0,0
"475","2014-12-09","walking",2518,1.628,3642,129
"476","2014-12-09","transport",3297,10.059,0,0
"477","2014-12-10","walking",5689,4.03,8781,321
"478","2014-12-10","transport",7377,21.509,0,0
"479","2014-12-11","walking",2992,2.057,4413,164
"480","2014-12-11","transport",4822,16.843,0,0
"481","2014-12-12","walking",1813,1.138,2565,90
"482","2014-12-12","transport",2172,3.823,0,0
"483","2014-12-13","walking",3314,2.608,5234,207
"484","2014-12-13","transport",3458,8.472,0,0
"485","2014-12-14","walking",4219,2.36,5645,188
"486","2014-12-14","transport",4427,9.871,0,0
"487","2014-12-15","walking",3460,2.343,4904,186
"488","2014-12-15","transport",5888,17.226,0,0
"489","2014-12-15","running",210,0.343,543,33
"490","2014-12-16","walking",4180,3.029,6508,241
"491","2014-12-16","transport",3184,11.457,0,0
"492","2014-12-17","walking",2795,1.637,3649,130
"493","2014-12-17","transport",3646,10.407,0,0
"494","2014-12-18","walking",4621,3.191,6902,254
"495","2014-12-18","transport",5870,16.459,0,0
"496","2014-12-19","walking",3670,2.331,5240,185
"497","2014-12-19","transport",5095,13.1,0,0
"498","2014-12-20","walking",1210,0.584,1465,46
"499","2014-12-20","transport",2465,10.822,0,0
"500","2014-12-21","walking",6302,4.196,9256,334
"501","2014-12-21","transport",1922,3.923,0,0
"502","2014-12-21","running",237,0.301,0,12
"503","2014-12-22","walking",1543,0.916,2134,73
"504","2014-12-22","transport",5315,44.718,0,0
"505","2014-12-23","walking",1003,0.473,1010,38
"506","2014-12-23","transport",662,2.006,0,0
"507","2014-12-24","walking",2941,1.852,3989,147
"508","2014-12-24","transport",3071,9.469,0,0
"509","2014-12-25","walking",2018,1.248,2755,99
"510","2014-12-25","transport",2403,6.695,0,0
"511","2014-12-26","walking",841,0.458,1168,36
"512","2014-12-26","transport",1974,5.472,0,0
"513","2014-12-27","walking",2689,1.768,4000,141
"514","2014-12-27","transport",3832,11.9,0,0
"515","2014-12-28","walking",2826,1.853,4231,147
"516","2014-12-28","transport",6872,48.683,0,0
"517","2014-12-29","walking",3366,2.348,5186,187
"518","2014-12-29","transport",4347,15.685,0,0
"519","2014-12-30","walking",5489,3.619,8229,288
"520","2014-12-30","transport",4953,11.86,0,0
"521","2014-12-31","walking",2772,1.866,4120,148
"522","2014-12-31","transport",5211,15.991,0,0
"523","2014-12-31","running",3000,0,7500,445
"524","2015-01-01","walking",2268,2.013,3371,160
"525","2015-01-01","transport",4346,26.098,0,0
"526","2015-01-02","transport",1225,7.248,0,0
"527","2015-01-02","walking",160,0.102,234,8
"528","2015-01-03","walking",3442,2.232,5080,178
"529","2015-01-03","transport",5873,45.866,0,0
"530","2015-01-04","walking",6162,5.09,10513,405
"531","2015-01-05","walking",3333,2.313,5218,184
"532","2015-01-05","transport",5209,12.084,0,0
"533","2015-01-05","running",230,0.247,461,25
"534","2015-01-06","walking",4219,3.017,6356,240
"535","2015-01-06","transport",5090,15.322,0,0
"536","2015-01-07","walking",4385,3.716,7270,296
"537","2015-01-07","transport",7161,19.739,0,0
"538","2015-01-07","running",150,0.213,372,21
"539","2015-01-08","walking",1642,0.95,2111,76
"540","2015-01-08","transport",3485,13.627,0,0
"541","2015-01-09","walking",5482,3.418,7511,272
"542","2015-01-09","transport",12842,34.802,0,0
"543","2015-01-09","running",278,0.443,696,43
"544","2015-01-10","walking",2401,1.607,3389,128
"545","2015-01-10","transport",3359,14.26,0,0
"546","2015-01-16","walking",1424,1.039,2217,83
"547","2015-01-17","walking",2775,1.99,4069,158
"548","2015-01-17","transport",2652,5.915,0,0
"549","2015-01-18","walking",6990,5.72,11574,455
"550","2015-01-18","transport",929,1.902,0,0
"551","2015-01-19","walking",1735,1.23,2418,98
"552","2015-01-20","walking",4422,3.045,6658,242
"553","2015-01-20","transport",2774,7.095,0,0
"554","2015-01-21","walking",2839,1.877,4194,149
"555","2015-01-21","transport",3105,6.377,0,0
"556","2015-01-22","walking",2800,1.818,4039,145
"557","2015-01-22","transport",3779,9.412,0,0
"558","2015-01-23","walking",4692,4.208,7480,335
"559","2015-01-23","transport",3204,11.009,0,0
"560","2015-01-23","running",1994,2.523,4268,249
"561","2015-01-24","walking",4672,3.135,6788,249
"562","2015-01-24","transport",2643,5.716,0,0
"563","2015-01-25","walking",3043,2.049,4477,163
"564","2015-01-25","running",1640,2.489,4156,242
"565","2015-01-26","walking",3616,2.712,5401,216
"566","2015-01-26","transport",1894,6.613,0,0
"567","2015-01-27","running",1338,2.28,3530,220
"568","2015-01-27","walking",2639,2.039,4272,162
"569","2015-01-27","transport",2005,6.075,0,0
"570","2015-01-28","walking",2751,1.578,3724,126
"571","2015-01-28","transport",2562,6.764,0,0
"572","2015-01-28","running",150,0.195,314,19
"573","2015-01-29","walking",5352,3.179,7162,253
"574","2015-01-29","transport",3333,9.109,0,0
"575","2015-01-30","walking",3478,2.716,5613,216
"576","2015-01-30","transport",4326,13.322,0,0
"577","2015-01-31","walking",6507,4.185,9606,333
"578","2015-01-31","transport",8614,36.511,0,0
"579","2015-02-01","walking",2298,1.669,3403,133
"580","2015-02-02","walking",4965,3.557,7777,283
"581","2015-02-02","transport",4075,11.483,0,0
"582","2015-02-03","walking",1867,1.11,2852,88
"583","2015-02-03","transport",3411,9.401,0,0
"584","2015-02-04","walking",2840,2.067,4624,164
"585","2015-02-04","transport",2251,6.788,0,0
"586","2015-02-05","walking",4180,2.809,6046,223
"587","2015-02-05","transport",2639,7.277,0,0
"588","2015-02-06","walking",2337,1.455,3289,116
"589","2015-02-06","transport",2264,6.211,0,0
"590","2015-02-07","walking",3455,2.275,5066,181
"591","2015-02-07","transport",2143,5.668,0,0
"592","2015-02-08","walking",1532,0.89,2079,71
"593","2015-02-09","walking",3582,2.702,5829,215
"594","2015-02-09","transport",2252,7.832,0,0
"595","2015-02-10","walking",1941,1.599,3034,127
"596","2015-02-10","transport",2325,6.3,0,0
"597","2015-02-11","walking",2856,2.185,4477,174
"598","2015-02-11","transport",2036,5.625,0,0
"599","2015-02-11","running",1623,2.668,4175,258
"600","2015-02-12","walking",3977,2.771,6001,220
"601","2015-02-12","transport",2570,7.369,0,0
"602","2015-02-13","walking",5728,4.865,9472,387
"603","2015-02-13","transport",2662,7.305,0,0
"604","2015-02-14","walking",1921,1.371,2680,109
"605","2015-02-14","transport",1690,6.05,0,0
"606","2015-02-15","walking",4316,3.226,5799,257
"607","2015-02-16","walking",37,0.015,48,1
"608","2015-02-17","walking",4575,3.427,6837,273
"609","2015-02-17","transport",2626,6.064,0,0
"610","2015-02-18","walking",5387,3.866,8250,307
"611","2015-02-18","transport",4631,13.681,0,0
"612","2015-02-19","walking",3560,2.625,5419,209
"613","2015-02-19","running",2615,4.054,6568,393
"614","2015-02-19","transport",1812,5.922,0,0
"615","2015-02-20","walking",2964,2.031,4372,162
"616","2015-02-20","transport",2098,6.731,0,0
"617","2015-02-21","walking",2163,1.452,3243,115
"618","2015-02-21","transport",2047,5.49,0,0
"619","2015-02-22","walking",2695,2.044,4384,163
"620","2015-02-23","walking",4640,3.216,7118,256
"621","2015-02-23","transport",1710,6.034,0,0
"622","2015-02-24","walking",2782,2.048,4199,163
"623","2015-02-24","transport",2333,6.922,0,0
"624","2015-02-25","walking",4232,3.075,6680,245
"625","2015-02-25","transport",2771,7.314,0,0
"626","2015-02-26","walking",5031,3.817,7817,304
"627","2015-02-26","transport",1768,6.441,0,0
"628","2015-02-27","walking",7582,6.107,11528,486
"629","2015-02-27","transport",2914,7.112,0,0
"630","2015-02-27","running",520,1.045,0,38
"631","2015-02-27","running",1800,0,0,267
"632","2015-03-01","running",1968,3.009,5007,292
"633","2015-03-01","walking",756,0.524,1194,42
"634","2015-03-02","walking",3141,2.095,4687,167
"635","2015-03-02","transport",3822,13.299,0,0
"636","2015-03-03","walking",2313,1.58,3405,126
"637","2015-03-03","transport",4354,13.168,0,0
"638","2015-03-04","walking",3437,2.598,5612,207
"639","2015-03-04","transport",2354,6.511,0,0
"640","2015-03-05","walking",49,0.02,63,2
"641","2015-03-06","walking",4523,2.993,6502,238
"642","2015-03-06","transport",1695,6.283,0,0
"643","2015-03-07","walking",2260,1.457,3301,116
"644","2015-03-07","transport",1351,6.007,0,0
"645","2015-03-07","running",1353,2.1,3394,204
"646","2015-03-08","walking",3879,2.663,5998,212
"647","2015-03-09","walking",1997,1.147,2809,91
"648","2015-03-09","transport",2062,6.462,0,0
"649","2015-03-10","walking",3108,2.287,4825,182
"650","2015-03-10","transport",3996,12.759,0,0
"651","2015-03-11","walking",3084,2.185,4601,174
"652","2015-03-11","transport",4023,9.915,0,0
"653","2015-03-12","walking",5861,4.059,8745,323
"654","2015-03-12","transport",2532,6.745,0,0
"655","2015-03-13","walking",8107,5.138,11138,409
"656","2015-03-13","transport",6958,84.729,0,0
"657","2015-03-14","walking",5429,3.445,8024,274
"658","2015-03-14","transport",6845,82.577,0,0
"659","2015-03-16","walking",1281,1.006,2099,80
"660","2015-03-16","transport",831,2.991,0,0
"661","2015-03-17","walking",2741,1.965,4164,156
"662","2015-03-17","transport",3042,8.229,0,0
"663","2015-03-18","walking",4163,3.236,6830,257
"664","2015-03-18","transport",2360,6.656,0,0
"665","2015-03-19","walking",3799,2.625,5847,209
"666","2015-03-19","transport",3637,12.993,0,0
"667","2015-03-20","walking",3313,2.751,5600,219
"668","2015-03-20","transport",1984,7.217,0,0
"669","2015-03-21","walking",2216,1.415,3105,113
"670","2015-03-21","transport",4955,16.138,0,0
"671","2015-03-22","walking",2776,1.836,3846,146
"672","2015-03-23","walking",2662,2.001,4216,159
"673","2015-03-23","transport",3288,13.061,0,0
"674","2015-03-24","walking",3430,2.537,5421,202
"675","2015-03-24","transport",2786,7.35,0,0
"676","2015-03-25","walking",3592,2.248,4449,179
"677","2015-03-25","transport",1422,4.287,0,0
"678","2015-03-26","walking",3981,3.044,6805,242
"679","2015-03-26","transport",2506,6.863,0,0
"680","2015-03-27","walking",1142,0.843,1830,67
"681","2015-03-28","walking",2523,1.624,3572,129
"682","2015-03-28","transport",1589,6.087,0,0
"683","2015-03-29","walking",3904,3.302,6396,263
"684","2015-03-29","running",2831,4.64,7354,449
"685","2015-03-30","walking",2319,1.852,3839,147
"686","2015-03-30","transport",2191,7.281,0,0
"687","2015-03-31","walking",4069,2.932,6064,233
"688","2015-03-31","transport",3874,13.537,0,0
"689","2015-04-01","walking",4094,3.135,7028,249
"690","2015-04-01","transport",3524,13.003,0,0
"691","2015-04-02","walking",3404,2.519,5347,200
"692","2015-04-02","transport",2276,6.78,0,0
"693","2015-04-03","walking",3758,2.899,6163,231
"694","2015-04-03","transport",3994,12.515,0,0
"695","2015-04-04","walking",1844,1.145,2645,91
"696","2015-04-04","transport",2052,5.707,0,0
"697","2015-04-05","walking",1104,0.638,1510,51
"698","2015-04-05","transport",6047,35.634,0,0
"699","2015-04-06","walking",4048,2.613,5717,208
"700","2015-04-06","transport",9130,84.06,0,0
"701","2015-04-07","walking",2795,1.88,4091,149
"702","2015-04-07","transport",4603,13.82,0,0
"703","2015-04-08","walking",5562,4.207,8744,335
"704","2015-04-08","transport",3963,10.972,0,0
"705","2015-04-09","walking",2719,1.99,4300,158
"706","2015-04-09","transport",2233,7.094,0,0
"707","2015-04-10","walking",2688,2.045,4539,163
"708","2015-04-10","transport",2581,7.48,0,0
"709","2015-04-11","walking",4277,3.45,6633,274
"710","2015-04-11","transport",3525,9.677,0,0
"711","2015-04-12","walking",6961,5,10783,398
"712","2015-04-12","running",721,1.268,2044,122
"713","2015-04-13","walking",2990,2.198,4132,175
"714","2015-04-13","transport",2641,7.516,0,0
"715","2015-04-14","walking",3799,2.674,5888,213
"716","2015-04-14","transport",5449,13.174,0,0
"717","2015-04-15","walking",2902,2.118,4504,168
"718","2015-04-15","transport",2372,6.341,0,0
"719","2015-04-16","walking",3011,2.275,4814,181
"720","2015-04-16","transport",2773,7.846,0,0
"721","2015-04-17","walking",2943,1.911,4194,152
"722","2015-04-18","walking",5987,4.301,9149,342
"723","2015-04-18","transport",5045,20.763,0,0
"724","2015-04-19","walking",1604,1.1,2265,87
"725","2015-04-20","walking",4087,2.815,6099,224
"726","2015-04-20","transport",5275,13.801,0,0
"727","2015-04-21","walking",2700,2.18,4388,173
"728","2015-04-21","transport",2696,6.924,0,0
"729","2015-04-22","walking",3078,2.704,5225,215
"730","2015-04-22","transport",4918,12.797,0,0
"731","2015-04-23","walking",3784,3.001,6207,239
"732","2015-04-23","transport",1941,7.194,0,0
"733","2015-04-24","walking",8702,6.578,13685,523
"734","2015-04-24","transport",4618,14.517,0,0
"735","2015-04-25","walking",1242,0.713,1630,57
"736","2015-04-25","transport",1999,5.697,0,0
"737","2015-04-26","walking",1671,1.128,2595,90
"738","2015-04-27","walking",5714,4.554,9250,362
"739","2015-04-27","transport",1951,6.705,0,0
"740","2015-04-28","walking",2248,1.529,3330,122
"741","2015-04-28","transport",5416,13.681,0,0
"742","2015-04-29","walking",3889,3.014,6470,240
"743","2015-04-29","transport",2637,6.838,0,0
"744","2015-04-30","walking",3190,2.638,5269,210
"745","2015-04-30","transport",2429,7.672,0,0
"746","2015-04-30","running",1464,2.229,3456,217
"747","2015-05-01","walking",4195,3.146,6455,250
"748","2015-05-01","transport",1845,6.628,0,0
"749","2015-05-02","walking",945,0.605,1323,48
"750","2015-05-02","transport",1525,3.035,0,0
"751","2015-05-03","walking",3911,3.073,6128,244
"752","2015-05-04","walking",2880,2.276,4463,181
"753","2015-05-04","transport",2843,6.243,0,0
"754","2015-05-05","walking",2606,1.987,3827,158
"755","2015-05-05","transport",2050,6.47,0,0
"756","2015-05-06","walking",3828,2.637,5677,210
"757","2015-05-06","running",1472,2.272,3714,221
"758","2015-05-06","transport",4759,19.565,0,0
"759","2015-05-07","walking",3022,1.684,4012,134
"760","2015-05-08","walking",8429,5.845,12425,465
"761","2015-05-08","transport",3736,14.536,0,0
"762","2015-05-09","walking",8792,5.976,12981,475
"763","2015-05-09","transport",20006,162.898,0,0
"764","2015-05-10","walking",3177,1.93,4214,153
"765","2015-05-10","transport",10633,541.885,0,0
"766","2015-05-11","walking",3315,2.161,4813,172
"767","2015-05-11","transport",2710,7.545,0,0
"768","2015-05-12","walking",3446,2.404,5303,191
"769","2015-05-12","transport",2042,6.324,0,0
"770","2015-05-13","walking",3081,2.103,4481,167
"771","2015-05-13","transport",2325,6.973,0,0
"772","2015-05-14","walking",3508,2.59,5346,206
"773","2015-05-14","running",1072,3.161,0,112
"774","2015-05-14","transport",1265,3.781,0,0
"775","2015-05-15","walking",4204,3.46,7085,275
"776","2015-05-15","transport",7592,19.546,0,0
"777","2015-05-16","walking",2532,1.613,3802,128
"778","2015-05-16","transport",2067,5.607,0,0
"779","2015-05-17","walking",1785,1.437,3151,114
"780","2015-05-18","walking",5666,4.027,8373,320
"781","2015-05-18","transport",3670,11.07,0,0
"782","2015-05-19","walking",5584,3.707,7870,295
"783","2015-05-19","transport",3530,11.543,0,0
"784","2015-05-20","walking",2937,2.185,4623,174
"785","2015-05-20","transport",3195,11.935,0,0
"786","2015-05-21","walking",5822,4.089,8350,325
"787","2015-05-21","transport",3714,10.458,0,0
"788","2015-05-22","walking",4310,2.927,6042,233
"789","2015-05-22","transport",10550,22.166,0,0
"790","2015-05-23","walking",3857,2.702,5607,215
"791","2015-05-23","transport",1608,6.05,0,0
"792","2015-05-24","walking",3449,2.432,5133,193
"793","2015-05-25","walking",1378,0.969,2095,77
"794","2015-05-26","walking",2502,1.841,3655,146
"795","2015-05-26","transport",2480,7.092,0,0
"796","2015-05-27","walking",3647,2.499,5351,199
"797","2015-05-27","transport",2200,6.81,0,0
"798","2015-05-28","walking",2844,1.909,4533,152
"799","2015-05-28","transport",5935,12.756,0,0
"800","2015-05-29","walking",3428,2.533,5532,201
"801","2015-05-29","transport",2119,5.955,0,0
"802","2015-05-30","walking",3687,2.636,5449,210
"803","2015-05-30","transport",1248,5.936,0,0
"804","2015-05-31","walking",4410,3.857,6957,307
"805","2015-05-31","running",1110,1.924,3051,185
"806","2015-06-01","walking",3084,2.367,4970,188
"807","2015-06-01","transport",3539,12.091,0,0
"808","2015-06-02","walking",2688,1.923,3953,153
"809","2015-06-02","transport",2222,6.584,0,0
"810","2015-06-03","walking",3047,2.72,5220,216
"811","2015-06-03","transport",2662,7.676,0,0
"812","2015-06-04","walking",5465,4.021,8066,320
"813","2015-06-04","transport",4225,11.999,0,0
"814","2015-06-04","running",3523,3.345,5981,481
"815","2015-06-05","walking",2643,2.061,4419,164
"816","2015-06-05","transport",2172,7.412,0,0
"817","2015-06-05","running",1234,1.619,2896,159
"818","2015-06-06","walking",2126,1.299,3251,103
"819","2015-06-06","transport",1478,6.28,0,0
"820","2015-06-07","walking",6,0.002,8,0
"821","2015-06-08","walking",5136,3.692,8379,294
"822","2015-06-08","transport",1934,6.321,0,0
"823","2015-06-08","running",1171,1.565,2799,154
